,gene_id,Gene names,type
6936,ENSMUSG00000045180,Shroom2 Apxl,cytoplasm
6937,ENSMUSG00000045193,Cirbp Cirp,nucleus
6938,ENSMUSG00000045201,Lrrc3b Lrp15,integral membrane
6939,ENSMUSG00000045205,Dpy19l4 Gm1023,integral membrane
6940,ENSMUSG00000045216,Hs6st1,integral membrane
6941,ENSMUSG00000045246,Kcng4,integral membrane
6942,ENSMUSG00000045252,Znf574 Zfp574,nucleus
6943,ENSMUSG00000045257,Morn2 Mopt,nucleus
6944,ENSMUSG00000045273,Cenph Enp,nucleus
6945,ENSMUSG00000045282,Tmem86b,integral membrane
6946,ENSMUSG00000045287,Rtn4rl1 Ngrl2,integral membrane
6947,ENSMUSG00000045288,Ush1g Sans,cytoplasm
6948,ENSMUSG00000045302,Preb Sec12,nucleus
6949,ENSMUSG00000045312,Lhfpl2,integral membrane
6950,ENSMUSG00000045318,Adra2c,cytoplasm
6951,ENSMUSG00000045322,Tlr9,integral membrane
6952,ENSMUSG00000045333,Znf423 Ebfaz Kiaa0760 Nur12 Oaz Zfp423,nucleus
6953,ENSMUSG00000045362,Tnfrsf26 Tnfrh3,integral membrane
6954,ENSMUSG00000045377,Tmem88,integral membrane
6955,ENSMUSG00000045378,Pxt1 Stepp,nucleus
6956,ENSMUSG00000045394,Epcam Tacstd1,integral membrane
6957,ENSMUSG00000045435,Tmem60,integral membrane
6958,ENSMUSG00000045440,Insm2 Mlt1,nucleus
6959,ENSMUSG00000045471,Hcrt Ox Ppox,cytoplasm
6960,ENSMUSG00000045493,Bhlhe23 Bhlhb4 H20,nucleus
6961,ENSMUSG00000045502,Hcar2 Gpr109 Gpr109a Gpr109b Niacr1 Pumag,integral membrane
6962,ENSMUSG00000045515,Pou3f3 Brn-1 Brn1 Otf8,nucleus
6963,ENSMUSG00000045518,Onecut3,nucleus
6964,ENSMUSG00000045521,Tssk2 Stk22b,nucleus
6965,ENSMUSG00000045532,C1ql1 C1qrf Crf Ctrp14,cytoplasm
6966,ENSMUSG00000045534,Kcna5,integral membrane
6967,ENSMUSG00000045545,Krt14 Krt1-14,nucleus
6968,ENSMUSG00000045551,Fpr1,integral membrane
6969,ENSMUSG00000045569,Mc2r Acthr,integral membrane
6970,ENSMUSG00000045576,St7l St7r,integral membrane
6971,ENSMUSG00000045589,Frrs1l,integral membrane
6972,ENSMUSG00000045591,Olig3 Bhlhb7,nucleus
6973,ENSMUSG00000045594,Glb1 Bgl Glb-1,cytoplasm
6974,ENSMUSG00000045598,Znf48 Zfp48 Zfp553 Znf553,nucleus
6975,ENSMUSG00000045613,Chrm2 Chrm-2,integral membrane
6976,ENSMUSG00000045625,Pigz,integral membrane
6977,ENSMUSG00000045631,Tmprss12,integral membrane
6978,ENSMUSG00000045639,Znf629 Kiaa0326 Zfp629,nucleus
6979,ENSMUSG00000045658,Pid1 Pcli1,cytoplasm
6980,ENSMUSG00000045662,Henmt1,nucleus
6981,ENSMUSG00000045664,Cdc42ep2 Borg1 Cep2,cytoplasm
6982,ENSMUSG00000045665,Mfsd5,integral membrane
6983,ENSMUSG00000045679,Slc66a3 Pqlc3,integral membrane
6984,ENSMUSG00000045680,Tcf21 Pod1,nucleus
6985,ENSMUSG00000045691,Thtpa,cytoplasm
6986,ENSMUSG00000045730,Adrb2 Adrb2r,nucleus
6987,ENSMUSG00000045733,Sprn Gm169,nucleus
6988,ENSMUSG00000045763,Basp1 Nap22,nucleus
6989,ENSMUSG00000045775,Slc16a5 Mct5 Mct6,integral membrane
6990,ENSMUSG00000045776,Lrtm1,integral membrane
6991,ENSMUSG00000045777,Ifitm10,integral membrane
6992,ENSMUSG00000045795,Whamm Kiaa1971 Whdc1,cytoplasm
6993,ENSMUSG00000045817,Zfp36l2 Tis11d,nucleus
6994,ENSMUSG00000045826,Ptprcap,integral membrane
6995,ENSMUSG00000045867,Cradd Raidd,nucleus
6996,ENSMUSG00000045871,Slitrk6 Sltk6,integral membrane
6997,ENSMUSG00000045875,Adra1a Adra1c,nucleus
6998,ENSMUSG00000045886,Pam16 Magmas Tim16 Timm16,cytoplasm
6999,ENSMUSG00000045896,Paip2b Kiaa1155,cytoplasm
7000,ENSMUSG00000045903,Npas4 Nxf,nucleus
7001,ENSMUSG00000045917,Tmem268,integral membrane
7002,ENSMUSG00000045930,Clec14a,integral membrane
7003,ENSMUSG00000045934,Mtmr11,cytoplasm
7004,ENSMUSG00000045954,Cavin2 Sdpr Sdr,cytoplasm
7005,ENSMUSG00000045962,Wnk1 Hsn2 Prkwnk1,cytoplasm
7006,ENSMUSG00000045967,Gpr158 Kiaa1136,integral membrane
7007,ENSMUSG00000045969,Ing1,nucleus
7008,ENSMUSG00000045973,Slc25a51 Mcart1,integral membrane
7009,ENSMUSG00000045975,C2cd2 Kiaa4045,integral membrane
7010,ENSMUSG00000045980,Tmem104,integral membrane
7011,ENSMUSG00000045983,Eif4g1,nucleus
7012,ENSMUSG00000045989,Fimp,integral membrane
7013,ENSMUSG00000045991,Onecut2 Oc2,nucleus
7014,ENSMUSG00000045994,B3gat1,integral membrane
7015,ENSMUSG00000045996,Polr2k Mt1a,nucleus
7016,ENSMUSG00000046006,Gapt,integral membrane
7017,ENSMUSG00000046010,Znf830 Ccdc16 Omcg1 Zfp830,nucleus
7018,ENSMUSG00000046034,Otulin Fam105b Gum,cytoplasm
7019,ENSMUSG00000046058,Eid2 Cri2,nucleus
7020,ENSMUSG00000046079,Lrrc8d Lrrc5,integral membrane
7021,ENSMUSG00000046080,Clec9a Dngr-1,integral membrane
7022,ENSMUSG00000046082,Tmem174,integral membrane
7023,ENSMUSG00000046096,Mosmo Atthog,integral membrane
7024,ENSMUSG00000046101,Mcmdc2,nucleus
7025,ENSMUSG00000046110,Serinc4,integral membrane
7026,ENSMUSG00000046139,Patl1,cytoplasm
7027,ENSMUSG00000046152,Fut10,integral membrane
7028,ENSMUSG00000046157,TMEM229B,integral membrane
7029,ENSMUSG00000046160,Olig1,nucleus
7030,ENSMUSG00000046167,Gldn Crgl2,integral membrane
7031,ENSMUSG00000046179,E2f8,nucleus
7032,ENSMUSG00000046201,Scaf8 Kiaa1116 Rbm16,nucleus
7033,ENSMUSG00000046203,Sprr2g,nucleus
7034,ENSMUSG00000046207,Pik3r6,cytoplasm
7035,ENSMUSG00000046215,Rprml,integral membrane
7036,ENSMUSG00000046240,Hepacam,integral membrane
7037,ENSMUSG00000046245,Pilra,integral membrane
7038,ENSMUSG00000046259,Sprr2h,cytoplasm
7039,ENSMUSG00000046269,Usp27 Usp27x,nucleus
7040,ENSMUSG00000046272,Olfr1444 Mor202-4,integral membrane
7041,ENSMUSG00000046275,Trarg1 Tusc5,integral membrane
7042,ENSMUSG00000046295,Ankle1 Ankrd41 Lem3,cytoplasm
7043,ENSMUSG00000046311,Zfp62,nucleus
7044,ENSMUSG00000046312,Myorg Kiaa1161 Net37,integral membrane
7045,ENSMUSG00000046321,Hs3st2 3ost2,integral membrane
7046,ENSMUSG00000046323,Dppa3 Cap1p Crg1 Pgc7,nucleus
7047,ENSMUSG00000046324,Ermp1 D19Wsu12e Fxna Kiaa1815,integral membrane
7048,ENSMUSG00000046329,Slc25a23 Scamc3,integral membrane
7049,ENSMUSG00000046338,Gpat2,integral membrane
7050,ENSMUSG00000046345,Smco1,integral membrane
7051,ENSMUSG00000046351,Znf322 Zfp322a Znf322a,nucleus
7052,ENSMUSG00000046352,Gjb2 Cxn-26,cytoplasm
7053,ENSMUSG00000046378,Asphd1,integral membrane
7054,ENSMUSG00000046380,Jrk,nucleus
7055,ENSMUSG00000046404,Yod1,cytoplasm
7056,ENSMUSG00000046417,Lrrc75a Fam211a,cytoplasm
7057,ENSMUSG00000046432,Bex3 Nade Ngfrap1,nucleus
7058,ENSMUSG00000046434,Hnrnpa1 Fli-2 Hnrpa1 Tis,nucleus
7059,ENSMUSG00000046441,Cmtr2 Ftsjd1,nucleus
7060,ENSMUSG00000046442,Ppm1e Camkn Kiaa1072,nucleus
7061,ENSMUSG00000046449,Nexmif Kiaa2022,nucleus
7062,ENSMUSG00000046470,Sox18 Sox-18,nucleus
7063,ENSMUSG00000046490,Rnf222,integral membrane
7064,ENSMUSG00000046516,Cox17 Cox17a,cytoplasm
7065,ENSMUSG00000046518,Ferd3l Nato Ntwist,nucleus
7066,ENSMUSG00000046532,Ar Nr3c4,nucleus
7067,ENSMUSG00000046541,Znf526 Kiaa1951 Zfp526,nucleus
7068,ENSMUSG00000046556,Znf319 Zfp319,nucleus
7069,ENSMUSG00000046574,Prr12 Kiaa1205,nucleus
7070,ENSMUSG00000046589,Lrrc8e,cytoplasm
7071,ENSMUSG00000046591,Ticrr,nucleus
7072,ENSMUSG00000046593,Tmem215,integral membrane
7073,ENSMUSG00000046607,Hrk Bid3 Dp5,integral membrane
7074,ENSMUSG00000046610,Oacyl,integral membrane
7075,ENSMUSG00000046615,Actrt1,nucleus
7076,ENSMUSG00000046650,Olfr1440 Mor215-1,integral membrane
7077,ENSMUSG00000046652,Tas2r143 T2r36 Tas2r43,integral membrane
7078,ENSMUSG00000046668,Cxxc5,nucleus
7079,ENSMUSG00000046675,Tmem251,integral membrane
7080,ENSMUSG00000046679,,nucleus
7081,ENSMUSG00000046688,Tifa T2bp,cytoplasm
7082,ENSMUSG00000046691,Chtf8 Ctf8,nucleus
7083,ENSMUSG00000046699,Slitrk4,integral membrane
7084,ENSMUSG00000046707,Csnk2a2,nucleus
7085,ENSMUSG00000046711,Hmga1 Hmgi Hmgiy,nucleus
7086,ENSMUSG00000046714,Foxc2 Fkh14 Fkhl14 Mfh1,nucleus
7087,ENSMUSG00000046718,Bst2,integral membrane
7088,ENSMUSG00000046723,Adam24,integral membrane
7089,ENSMUSG00000046727,Cystm1,integral membrane
7090,ENSMUSG00000046731,Kctd11 Ren,cytoplasm
7091,ENSMUSG00000046743,Fat4 Fatj,integral membrane
7092,ENSMUSG00000046755,Kif2b,cytoplasm
7093,ENSMUSG00000046761,Fam83h,cytoplasm
7094,ENSMUSG00000046785,Epm2aip1 Kiaa0766,nucleus
7095,ENSMUSG00000046791,Riox1 Mapjd No66 MNCb-7109,nucleus
7096,ENSMUSG00000046792,Znf787 Zfp787,nucleus
7097,ENSMUSG00000046793,Gpr61,integral membrane
7098,ENSMUSG00000046798,Cldn12,integral membrane
7099,ENSMUSG00000046806,Cyren Mri,nucleus
7100,ENSMUSG00000046814,Gchfr Gfrp,nucleus
7101,ENSMUSG00000046818,Ddit4l Rtp801l Smhs1,cytoplasm
7102,ENSMUSG00000046822,Slc39a3 Zip3,integral membrane
7103,ENSMUSG00000046826,Fam187b Tmem162,integral membrane
7104,ENSMUSG00000046828,Mettl21e,cytoplasm
7105,ENSMUSG00000046841,Ckap4,integral membrane
7106,ENSMUSG00000046865,Fbl,nucleus
7107,ENSMUSG00000046873,Mbtps2,integral membrane
7108,ENSMUSG00000046873,Yy2,integral membrane
7109,ENSMUSG00000046876,Atxn1 Sca1,nucleus
7110,ENSMUSG00000046897,Znf740 Zfp740,nucleus
7111,ENSMUSG00000046916,Myct1 Mtmc1,integral membrane
7112,ENSMUSG00000046922,Gpr6 Gm233,integral membrane
7113,ENSMUSG00000046957,Spz1,nucleus
7114,ENSMUSG00000046971,Pla2g4f,cytoplasm
7115,ENSMUSG00000046975,Olfr1020 Mor201-2,integral membrane
7116,ENSMUSG00000046982,Tshz1 Kiaa4206 Sdccag33 Tsh1,nucleus
7117,ENSMUSG00000046999,,integral membrane
7118,ENSMUSG00000047002,Msgn1,nucleus
7119,ENSMUSG00000047003,Zfp41 Zfp-41,nucleus
7120,ENSMUSG00000047021,Cfap65 Ccdc108,integral membrane
7121,ENSMUSG00000047030,Spata2,cytoplasm
7122,ENSMUSG00000047034,Ankrd33 Panky,nucleus
7123,ENSMUSG00000047036,Znf445 Zfp445,nucleus
7124,ENSMUSG00000047037,Nipa1 Spg6,integral membrane
7125,ENSMUSG00000047045,Tmem164,integral membrane
7126,ENSMUSG00000047084,Ngrn Fi58g,nucleus
7127,ENSMUSG00000047094,Ofcc1,cytoplasm
7128,ENSMUSG00000047102,Tas2r39 T2r34 Tas2r139,integral membrane
7129,ENSMUSG00000047109,Cldn14,integral membrane
7130,ENSMUSG00000047141,Znf654 Zfp654,nucleus
7131,ENSMUSG00000047143,Dmrta2 Dmrt5,nucleus
7132,ENSMUSG00000047146,Tet1 Cxxc6 Kiaa1676,nucleus
7133,ENSMUSG00000047153,Khnyn Kiaa0323,nucleus
7134,ENSMUSG00000047155,Cyp4x1,integral membrane
7135,ENSMUSG00000047161,Chst9,integral membrane
7136,ENSMUSG00000047171,Helt Hesl Mgn,nucleus
7137,ENSMUSG00000047181,Samd14,cytoplasm
7138,ENSMUSG00000047197,Gjd3 Gja11 Gjc1,integral membrane
7139,ENSMUSG00000047203,Vmn1r54 V1ra9,integral membrane
7140,ENSMUSG00000047205,Dusp18,nucleus
7141,ENSMUSG00000047213,Ythdf3,cytoplasm
7142,ENSMUSG00000047230,Cldn2,integral membrane
7143,ENSMUSG00000047238,Mageh1,cytoplasm
7144,ENSMUSG00000047248,C2cd3 Hty,cytoplasm
7145,ENSMUSG00000047250,Ptgs1 Cox-1 Cox1,cytoplasm
7146,ENSMUSG00000047259,Mc4r,integral membrane
7147,ENSMUSG00000047260,Emc6 Tmem93,integral membrane
7148,ENSMUSG00000047261,Gap43 Basp2,cytoplasm
7149,ENSMUSG00000047281,Sfn Mkrn3,nucleus
7150,ENSMUSG00000047284,Neurl4 Kiaa1787,cytoplasm
7151,ENSMUSG00000047293,Gpr15,integral membrane
7152,ENSMUSG00000047298,Kcnv2,integral membrane
7153,ENSMUSG00000047343,Mettl21c,nucleus
7154,ENSMUSG00000047371,Znf768 Zfp768,nucleus
7155,ENSMUSG00000047379,B4gat1 B3gnt1 B3gnt6,integral membrane
7156,ENSMUSG00000047388,Atmin Kiaa0431,nucleus
7157,ENSMUSG00000047407,Tgif1 Tgif,nucleus
7158,ENSMUSG00000047409,Ctdspl Nif1 Nifl,nucleus
7159,ENSMUSG00000047412,Zbtb44 Btbd15,nucleus
7160,ENSMUSG00000047415,Gpr68 Ogr1,integral membrane
7161,ENSMUSG00000047417,Rexo1 Kiaa1138 Tceb3bp1,nucleus
7162,ENSMUSG00000047428,Dlk2 Egfl9,integral membrane
7163,ENSMUSG00000047441,Antxrl,integral membrane
7164,ENSMUSG00000047444,Olfr139 Mor255-2 Olfr1,integral membrane
7165,ENSMUSG00000047446,Arl4a Arl4,nucleus
7166,ENSMUSG00000047454,Gphn,cytoplasm
7167,ENSMUSG00000047459,Dynlrb1 Dncl2a Dnlc2a,cytoplasm
7168,ENSMUSG00000047501,Cldn4 Cper Cpetr1,integral membrane
7169,ENSMUSG00000047502,Mroh7 Gm1027 Heatr8,integral membrane
7170,ENSMUSG00000047514,Tspyl1 Tspyl,nucleus
7171,ENSMUSG00000047528,Flacc1 Als2cr12,cytoplasm
7172,ENSMUSG00000047531,Rtp2 Gm605,integral membrane
7173,ENSMUSG00000047554,Tmem41b D7Ertd743e Kiaa0033,integral membrane
7174,ENSMUSG00000047557,Lxn,cytoplasm
7175,ENSMUSG00000047583,Tyw3,cytoplasm
7176,ENSMUSG00000047586,Nccrp1 Fbxo50,cytoplasm
7177,ENSMUSG00000047591,Mafa,nucleus
7178,ENSMUSG00000047604,Frat2,cytoplasm
7179,ENSMUSG00000047617,Paxx,nucleus
7180,ENSMUSG00000047638,Nr1h4 Bar Fxr Rip14,nucleus
7181,ENSMUSG00000047654,Tssk6 Sstk,nucleus
7182,ENSMUSG00000047658,Gal3st3,integral membrane
7183,ENSMUSG00000047671,Dynlt4 Tctex1d4,nucleus
7184,ENSMUSG00000047678,Gpr82,integral membrane
7185,ENSMUSG00000047686,Rtl3 Mar3 MArt3 Zcchc5,nucleus
7186,ENSMUSG00000047694,Yipf6,integral membrane
7187,ENSMUSG00000047710,Champ1 D8Ertd457e Kiaa1802 Zfp828 Znf828,nucleus
7188,ENSMUSG00000047712,Ust,integral membrane
7189,ENSMUSG00000047714,Ppp1r2,cytoplasm
7190,ENSMUSG00000047719,Ubiad1,nucleus
7191,ENSMUSG00000047721,Bola2,nucleus
7192,ENSMUSG00000047731,Wbp1l D19Wsu162e Opal1,integral membrane
7193,ENSMUSG00000047746,Fbxo40,cytoplasm
7194,ENSMUSG00000047747,Rnf150 Kiaa1214,integral membrane
7195,ENSMUSG00000047751,Utf1,nucleus
7196,ENSMUSG00000047759,Hs3st3a1 3ost3a1 Hs3st3a,integral membrane
7197,ENSMUSG00000047777,Phf13,nucleus
7198,ENSMUSG00000047786,Lix1,cytoplasm
7199,ENSMUSG00000047797,Gjb1 Cxn-32,integral membrane
7200,ENSMUSG00000047798,Cd300lf Clm1 Lmir3,integral membrane
7201,ENSMUSG00000047810,Ccdc88b Ccdc88,cytoplasm
7202,ENSMUSG00000047819,Tigd4,nucleus
7203,ENSMUSG00000047821,Trim16 Ebbp,cytoplasm
7204,ENSMUSG00000047832,Cdca4 Hepp,nucleus
7205,ENSMUSG00000047843,Bri3,integral membrane
7206,ENSMUSG00000047844,Bex4,nucleus
7207,ENSMUSG00000047854,Stx19 Syn9,integral membrane
7208,ENSMUSG00000047861,Foxi1,nucleus
7209,ENSMUSG00000047866,Lonp2,nucleus
7210,ENSMUSG00000047875,Gpr157,integral membrane
7211,ENSMUSG00000047878,A4galt,integral membrane
7212,ENSMUSG00000047879,Usp14,nucleus
7213,ENSMUSG00000047880,Cxcr5 Blr1 Gpcr6,integral membrane
7214,ENSMUSG00000047881,Rell1,integral membrane
7215,ENSMUSG00000047897,Ripply2,nucleus
7216,ENSMUSG00000047898,Ccr4 Cmkbr4,integral membrane
7217,ENSMUSG00000047904,Sstr2 Smstr2 Sst2,cytoplasm
7218,ENSMUSG00000047907,Tshz2 Kiaa4248 Sdccag33l Tsh2 Zfp218 Znf218,nucleus
7219,ENSMUSG00000047909,Ankrd16,nucleus
7220,ENSMUSG00000047911,Npm2,nucleus
7221,ENSMUSG00000047921,Trappc9 Kiaa1882 Nibp,cytoplasm
7222,ENSMUSG00000047945,Marcksl1 Mlp Mrp,cytoplasm
7223,ENSMUSG00000047959,Kcna3,integral membrane
7224,ENSMUSG00000047960,Olfr186 Mor183-9,integral membrane
7225,ENSMUSG00000047976,Kcna1,integral membrane
7226,ENSMUSG00000047977,Synb,integral membrane
7227,ENSMUSG00000047986,Palm3,cytoplasm
7228,ENSMUSG00000047992,Dipk1c Fam69c,integral membrane
7229,ENSMUSG00000048000,Gigyf2 Kiaa0642 Perq2 Tnrc15,integral membrane
7230,ENSMUSG00000048001,Hes5 Hes-5,nucleus
7231,ENSMUSG00000048012,Znf473 Zfp100 Zfp473,nucleus
7232,ENSMUSG00000048015,Neurod4 Ath3 Atoh3,nucleus
7233,ENSMUSG00000048022,Tmem229a,integral membrane
7234,ENSMUSG00000048040,Arxes2,integral membrane
7235,ENSMUSG00000048040,Arxes1,integral membrane
7236,ENSMUSG00000048047,Zbtb33 Kaiso,nucleus
7237,ENSMUSG00000048058,Ldlrad3,integral membrane
7238,ENSMUSG00000048062,Fpr-rs4,integral membrane
7239,ENSMUSG00000048070,Pirt,integral membrane
7240,ENSMUSG00000048077,H1-7 H1f7 H1fnt Hanp1,nucleus
7241,ENSMUSG00000048078,Tenm4 Doc4 Kiaa1302 Odz4 Tnm4,nucleus
7242,ENSMUSG00000048087,Ahcy,nucleus
7243,ENSMUSG00000048100,Taf13 Taf2k,nucleus
7244,ENSMUSG00000048101,Olfr19 Mor140-1,integral membrane
7245,ENSMUSG00000048108,Tmem72,integral membrane
7246,ENSMUSG00000048109,Rbm15 Kiaa4257 Ott1,nucleus
7247,ENSMUSG00000048118,Arid4a Rbbp1 Rbp1,nucleus
7248,ENSMUSG00000048120,Entpd1 Cd39,integral membrane
7249,ENSMUSG00000048138,Dmrt2,nucleus
7250,ENSMUSG00000048153,Olfr49 Mor118-1,integral membrane
7251,ENSMUSG00000048170,Mcmbp,nucleus
7252,ENSMUSG00000048174,Tmem81,integral membrane
7253,ENSMUSG00000048200,Cracr2b Efcab4a,cytoplasm
7254,ENSMUSG00000048206,Dnajb8,nucleus
7255,ENSMUSG00000048218,Amigo2 Ali1,integral membrane
7256,ENSMUSG00000048222,Mfap1b,nucleus
7257,ENSMUSG00000048222,Mfap1a,nucleus
7258,ENSMUSG00000048232,Fbxo10 Gm634,cytoplasm
7259,ENSMUSG00000048234,Rnf149 Greul4,integral membrane
7260,ENSMUSG00000048249,Crebrf,nucleus
7261,ENSMUSG00000048251,Bcl11b Ctip2 Rit1,nucleus
7262,ENSMUSG00000048277,Syngr2,integral membrane
7263,ENSMUSG00000048284,Tas2r41 Tas2r12 Tas2r126 Tas2r26,integral membrane
7264,ENSMUSG00000048285,Frmd6,cytoplasm
7265,ENSMUSG00000048299,Olfr148 Mor224-4 Olfr7,integral membrane
7266,ENSMUSG00000048304,Slitrk3,integral membrane
7267,ENSMUSG00000048307,Ankrd46,integral membrane
7268,ENSMUSG00000048329,Mfsd6l,integral membrane
7269,ENSMUSG00000048330,Ric3,integral membrane
7270,ENSMUSG00000048332,Lhfpl6 Lhfp,integral membrane
7271,ENSMUSG00000048337,Npy4r Ppyr1,integral membrane
7272,ENSMUSG00000048349,Pou4f1 Brn-3 Brn3 Brn3a,nucleus
7273,ENSMUSG00000048355,Arxes2,integral membrane
7274,ENSMUSG00000048355,Arxes1,integral membrane
7275,ENSMUSG00000048377,Foxi2,nucleus
7276,ENSMUSG00000048385,Scrt1,nucleus
7277,ENSMUSG00000048387,Osr1 Odd1,nucleus
7278,ENSMUSG00000048388,Fam171b,integral membrane
7279,ENSMUSG00000048399,Tprg1 Fam79b Tprg,cytoplasm
7280,ENSMUSG00000048402,Gli2 Thp,nucleus
7281,ENSMUSG00000048416,Mlf1 Hls7,nucleus
7282,ENSMUSG00000048429,Timm29,integral membrane
7283,ENSMUSG00000048442,Smim5,integral membrane
7284,ENSMUSG00000048445,Ccdc57,cytoplasm
7285,ENSMUSG00000048450,Msx1 Hox7 Hox7.1,nucleus
7286,ENSMUSG00000048455,Sprr1b,cytoplasm
7287,ENSMUSG00000048458,Inka2 Fam212b,nucleus
7288,ENSMUSG00000048478,Spata33,nucleus
7289,ENSMUSG00000048480,Cxcr1 Il8ra,integral membrane
7290,ENSMUSG00000048481,Mypop P42pop,nucleus
7291,ENSMUSG00000048482,Bdnf,cytoplasm
7292,ENSMUSG00000048483,Zdhhc22 Gm262,integral membrane
7293,ENSMUSG00000048489,Depp1 Depp Fseg,cytoplasm
7294,ENSMUSG00000048490,Nrip1,nucleus
7295,ENSMUSG00000048498,Cd300e Cd300le Clm2,integral membrane
7296,ENSMUSG00000048503,Tlcd5 Gm184 Tmem136,integral membrane
7297,ENSMUSG00000048516,Adam26a Adam26,integral membrane
7298,ENSMUSG00000048520,Fbxl13 Drc6,cytoplasm
7299,ENSMUSG00000048521,Cxcr6,integral membrane
7300,ENSMUSG00000048528,Nkx1-2 Nkx1.1 Sax1,nucleus
7301,ENSMUSG00000048534,Jaml Amica1 Gm638,integral membrane
7302,ENSMUSG00000048540,Nhlh2 Hen2,nucleus
7303,ENSMUSG00000048546,Tob2,nucleus
7304,ENSMUSG00000048562,Sp8,nucleus
7305,ENSMUSG00000048572,Tmem252,integral membrane
7306,ENSMUSG00000048578,Mlec Kiaa0152,integral membrane
7307,ENSMUSG00000048581,,integral membrane
7308,ENSMUSG00000048602,Morc2b Tce6,nucleus
7309,ENSMUSG00000048612,Myof Fer1l3 Kiaa1207,integral membrane
7310,ENSMUSG00000048626,Klf17 Gzf Zfp393 Znf393,nucleus
7311,ENSMUSG00000048644,Ctxn1 Ctxn,integral membrane
7312,ENSMUSG00000048652,Samd13 Gm1652,nucleus
7313,ENSMUSG00000048677,Tpcn2 Tpc2,integral membrane
7314,ENSMUSG00000048686,Hmgb4,nucleus
7315,ENSMUSG00000048721,Fndc9,integral membrane
7316,ENSMUSG00000048731,Ggnbp1,cytoplasm
7317,ENSMUSG00000048752,Prss50 Tsp50,integral membrane
7318,ENSMUSG00000048756,Foxo3 Fkhr2 Foxo3a,nucleus
7319,ENSMUSG00000048763,Hoxb3 Hox-2.7 Hoxb-3,nucleus
7320,ENSMUSG00000048766,Skint10,integral membrane
7321,ENSMUSG00000048772,Tmem53,integral membrane
7322,ENSMUSG00000048775,Serpinb13,cytoplasm
7323,ENSMUSG00000048779,P2ry6,integral membrane
7324,ENSMUSG00000048787,Dcun1d3,nucleus
7325,ENSMUSG00000048796,Cyb561d1,integral membrane
7326,ENSMUSG00000048799,Cep120 Ccdc100,cytoplasm
7327,ENSMUSG00000048807,Slc35e4,integral membrane
7328,ENSMUSG00000048826,Dact2 Dpr2 Frd2,cytoplasm
7329,ENSMUSG00000048833,Slc39a9 Zip9,integral membrane
7330,ENSMUSG00000048834,Vstm2a Vstm2,integral membrane
7331,ENSMUSG00000048856,Slc25a47 Hdmcp,integral membrane
7332,ENSMUSG00000048878,Hexim1 Clp1,nucleus
7333,ENSMUSG00000048895,Cdk5r1 Cdk5r Nck5a,nucleus
7334,ENSMUSG00000048897,Znf710 Zfp710,nucleus
7335,ENSMUSG00000048899,Rimkla Fam80a Rimk,cytoplasm
7336,ENSMUSG00000048904,Neurog1 Ath4c Neurod3 Ngn Ngn1,nucleus
7337,ENSMUSG00000048911,Rnf24,integral membrane
7338,ENSMUSG00000048920,Fkrp,integral membrane
7339,ENSMUSG00000048921,Znf689 Zfp689,nucleus
7340,ENSMUSG00000048924,Ccdc125 Kenae,cytoplasm
7341,ENSMUSG00000048930,Tada3 Ada3 Tada3l,nucleus
7342,ENSMUSG00000048939,Atp13a5,integral membrane
7343,ENSMUSG00000048965,Mrgpre Ebrt3 Mrge,integral membrane
7344,ENSMUSG00000048970,C1galt1c1 Cosmc,integral membrane
7345,ENSMUSG00000048978,Nrsn1 Vmp,integral membrane
7346,ENSMUSG00000048982,Gphb5 Gpb5 Zlut1,cytoplasm
7347,ENSMUSG00000048988,Elfn1 Ppp1r28,integral membrane
7348,ENSMUSG00000049036,Tmem121 Hole,integral membrane
7349,ENSMUSG00000049047,Armcx3 Alex3,nucleus
7350,ENSMUSG00000049086,Mycb Bmyc,nucleus
7351,ENSMUSG00000049091,Sephs2 Sps2,cytoplasm
7352,ENSMUSG00000049092,Gpr137c,integral membrane
7353,ENSMUSG00000049098,Olfr147 Mor164-1 Olfr7,integral membrane
7354,ENSMUSG00000049103,Ccr2 Cmkbr2,cytoplasm
7355,ENSMUSG00000049106,Dcaf5 Kiaa1824 Wdr22,cytoplasm
7356,ENSMUSG00000049109,Themis,nucleus
7357,ENSMUSG00000049115,Agtr1a Agtr1,integral membrane
7358,ENSMUSG00000049122,Frmd3,integral membrane
7359,ENSMUSG00000049130,C5ar1 C5ar C5r1,integral membrane
7360,ENSMUSG00000049152,Ugt3a2,integral membrane
7361,ENSMUSG00000049154,Fam183b,cytoplasm
7362,ENSMUSG00000049164,Znf518a Kiaa0335 Zfp518 Zfp518a Znf518,nucleus
7363,ENSMUSG00000049184,Purg,nucleus
7364,ENSMUSG00000049214,Skint7,integral membrane
7365,ENSMUSG00000049230,Myef2 Kiaa1341 Mef2,nucleus
7366,ENSMUSG00000049232,Tigd2,nucleus
7367,ENSMUSG00000049281,Scn3b,integral membrane
7368,ENSMUSG00000049295,Znf219 Zfp219,nucleus
7369,ENSMUSG00000049300,Prmt6 Hrmt1l6,nucleus
7370,ENSMUSG00000049303,Syt12,integral membrane
7371,ENSMUSG00000049307,Fut4 Elft,integral membrane
7372,ENSMUSG00000049313,Sorl1,integral membrane
7373,ENSMUSG00000049321,Zfp2 Fnp-2 Mkr2 Zfp-2,nucleus
